,Report_No,Reported_Date,Race,Sex,Age
648,KC20016253,3/3/2020,B,M,24.0
649,KC20002567,1/10/2020,W,F,43.0
650,KC20014150,2/25/2020,B,M,24.0
651,KC20016689,3/5/2020,B,F,39.0
652,KC20004074,1/17/2020,B,F,34.0
653,KC20006062,1/25/2020,,,
654,KC20000953,1/4/2020,W,M,44.0
655,KC20005814,1/24/2020,,,
656,KC20013017,2/20/2020,W,F,24.0
657,KC20001352,1/6/2020,B,F,23.0
658,KC20013039,2/20/2020,B,F,55.0
659,KC20007217,1/29/2020,B,F,63.0
660,KC20013082,2/20/2020,W,M,42.0
661,KC20008319,2/2/2020,W,M,44.0
662,KC20011929,2/16/2020,W,M,21.0
663,KC20000348,1/2/2020,B,F,19.0
664,KC20004993,1/21/2020,,,
665,KC20009202,2/5/2020,W,M,50.0
666,KC20010057,2/8/2020,B,F,62.0
667,KC20002710,1/11/2020,W,M,35.0
668,KC20001252,1/6/2020,B,M,38.0
669,KC20012441,2/18/2020,W,M,37.0
670,KC20004714,1/19/2020,,M,36.0
671,KC20012549,2/19/2020,B,F,27.0
672,KC20006542,1/27/2020,,,
673,KC20012456,2/18/2020,B,F,30.0
674,KC20006247,1/26/2020,,,
675,KC20011931,2/16/2020,B,F,36.0
676,KC20002831,1/12/2020,W,M,35.0
677,KC20012315,2/18/2020,W,M,18.0
678,KC20013682,2/23/2020,W,M,62.0
679,KC20001720,1/7/2020,W,M,30.0
680,KC20001093,1/5/2020,W,M,67.0
681,KC20010133,2/9/2020,U,M,
682,KC20010225,2/9/2020,B,F,30.0
683,KC20011314,2/13/2020,B,F,44.0
684,KC20002047,1/8/2020,W,M,31.0
685,KC20001076,1/5/2020,B,F,27.0
686,KC20002205,1/9/2020,B,M,83.0
687,KC20002222,1/9/2020,,,
688,KC20007880,1/31/2020,B,M,
689,KC20004502,1/18/2020,W,M,26.0
690,KC20002959,1/13/2020,W,M,27.0
691,KC20004080,1/17/2020,B,F,20.0
692,KC20016577,3/4/2020,W,M,43.0
693,KC20013580,2/22/2020,B,M,28.0
694,KC20009710,2/7/2020,B,F,23.0
695,KC20017013,3/6/2020,W,F,36.0
696,KC20015016,2/28/2020,B,M,53.0
697,KC20003285,1/14/2020,B,M,51.0
698,KC20009583,2/6/2020,W,M,29.0
699,KC20014169,2/25/2020,W,M,21.0
700,KC20003979,1/16/2020,,,
701,KC20004418,1/18/2020,B,F,29.0
702,KC20009821,2/7/2020,W,F,41.0
703,KC20015264,2/29/2020,B,M,25.0
704,KC20010613,2/11/2020,B,M,29.0
705,KC20010477,2/10/2020,B,F,26.0
706,KC20000092,1/1/2020,W,F,25.0
707,KC20002248,1/9/2020,B,F,23.0
708,KC20009008,2/4/2020,W,F,33.0
709,KC20002920,1/12/2020,B,M,27.0
710,KC20002028,1/8/2020,W,M,31.0
711,KC20004714,1/19/2020,B,F,25.0
712,KC20012407,2/18/2020,,,
713,KC20005520,1/23/2020,B,M,25.0
714,KC20016723,3/5/2020,W,M,40.0
715,KC20001335,1/6/2020,B,M,
716,KC20007832,1/31/2020,W,M,28.0
717,KC20013544,2/22/2020,W,M,34.0
718,KC20004769,1/20/2020,U,M,20.0
719,KC20001914,1/8/2020,B,M,26.0
720,KC20005030,1/21/2020,W,M,19.0
721,KC20008113,2/1/2020,B,F,30.0
722,KC20012560,2/19/2020,B,M,22.0
723,KC20010070,2/8/2020,B,F,21.0
724,KC20007954,2/1/2020,B,M,30.0
725,KC20006414,1/26/2020,W,M,54.0
726,KC20011054,2/12/2020,,,
727,KC20016751,3/5/2020,B,M,24.0
728,KC20007541,1/30/2020,B,M,34.0
729,KC20005797,1/24/2020,B,M,39.0
730,KC20001521,1/7/2020,,,
731,KC20006121,1/25/2020,B,M,42.0
732,KC20002732,1/11/2020,B,M,25.0
733,KC20014768,2/27/2020,B,F,75.0
734,KC20008224,2/2/2020,B,M,19.0
735,KC20015150,2/28/2020,B,M,
736,KC20013677,2/23/2020,W,F,27.0
737,KC20011020,2/12/2020,B,M,37.0
738,KC20001980,1/8/2020,W,M,59.0
739,KC20005178,1/21/2020,W,M,37.0
740,KC20014395,2/25/2020,B,F,37.0
741,KC20011216,2/13/2020,B,M,27.0
742,KC20014572,2/26/2020,W,M,30.0
743,KC20008574,2/3/2020,W,M,41.0
744,KC20008051,2/1/2020,W,M,18.0
745,KC20009579,2/6/2020,W,F,29.0
746,KC20006849,1/28/2020,B,M,24.0
747,KC20003590,1/15/2020,W,M,30.0
748,KC20016599,3/5/2020,B,M,
749,KC20011785,2/15/2020,,F,
750,KC20007417,1/30/2020,,,
751,KC20011015,2/12/2020,W,M,29.0
752,KC20004042,1/16/2020,W,M,25.0
753,KC20001652,1/7/2020,B,F,48.0
754,KC20003332,1/14/2020,B,M,18.0
755,KC20001883,1/8/2020,W,M,69.0
756,KC20010293,2/9/2020,,,
757,KC20002179,1/9/2020,B,M,56.0
758,KC20012204,2/17/2020,,,
759,KC20006428,1/26/2020,B,F,
760,KC20014685,2/27/2020,B,M,19.0
761,KC20011988,2/16/2020,B,M,21.0
762,KC20003897,1/16/2020,B,M,
763,KC20015908,3/2/2020,B,M,21.0
764,KC20004175,1/17/2020,,,
765,KC20000446,1/2/2020,,,
766,KC20004760,1/20/2020,,U,
767,KC20003757,1/15/2020,B,M,42.0
768,KC20012372,2/18/2020,B,M,
769,KC20001463,1/6/2020,B,M,20.0
770,KC20006584,1/27/2020,W,M,37.0
771,KC20016156,3/3/2020,,,
772,KC20001025,1/5/2020,W,F,24.0
773,KC20015286,2/29/2020,W,F,40.0
774,KC20010410,2/10/2020,B,M,21.0
775,KC20016233,3/3/2020,W,M,34.0
776,KC20010137,2/9/2020,B,F,44.0
777,KC20013498,2/22/2020,W,M,
778,KC20012414,2/18/2020,B,M,54.0
779,KC20015433,2/29/2020,W,M,21.0
780,KC20015169,2/28/2020,B,M,61.0
781,KC20000336,1/2/2020,B,M,32.0
782,KC20003594,1/15/2020,B,M,43.0
783,KC20004633,1/19/2020,W,F,19.0
784,KC20004002,1/16/2020,B,F,48.0
785,KC20012855,2/20/2020,W,M,30.0
786,KC20009426,2/6/2020,W,M,29.0
787,KC20009106,2/5/2020,B,M,
788,KC20010246,2/9/2020,B,F,50.0
789,KC20014371,2/25/2020,B,M,61.0
790,KC20012038,2/17/2020,B,M,33.0
791,KC20011352,2/13/2020,U,U,
792,KC20011806,2/15/2020,B,M,40.0
793,KC20016090,3/3/2020,W,M,27.0
794,KC20001618,1/7/2020,B,M,36.0
795,KC20015001,2/28/2020,W,M,25.0
796,KC20015033,2/28/2020,B,F,40.0
797,KC20014675,2/26/2020,B,M,22.0
798,KC20005855,1/24/2020,B,M,
799,KC20016254,3/3/2020,W,M,71.0
800,KC20011360,2/14/2020,,,
801,KC20006512,1/27/2020,B,F,22.0
802,KC20014659,2/26/2020,B,F,23.0
803,KC20002248,1/9/2020,B,M,22.0
804,KC20010342,2/10/2020,,,
805,KC20003379,1/14/2020,B,M,50.0
806,KC20014206,2/25/2020,U,M,
807,KC20003095,1/13/2020,B,M,67.0
808,KC20017154,3/7/2020,B,M,25.0
809,KC20007917,1/31/2020,W,M,26.0
810,KC20013620,2/22/2020,W,M,
811,KC20010097,2/8/2020,,,
812,KC20008076,2/1/2020,,,
813,KC20008414,2/3/2020,,,
814,KC20009668,2/7/2020,B,F,61.0
815,KC20002328,1/9/2020,B,M,27.0
816,KC20008883,2/4/2020,B,M,22.0
817,KC20002823,1/12/2020,B,M,33.0
818,KC20014252,2/25/2020,B,M,22.0
819,KC20001144,1/5/2020,W,F,47.0
820,KC20007638,1/31/2020,B,M,29.0
821,KC20015198,2/28/2020,W,M,
822,KC20000794,1/4/2020,W,M,
823,KC20011069,2/12/2020,W,M,51.0
824,KC20009769,2/7/2020,W,M,18.0
825,KC20005232,1/21/2020,B,M,24.0
826,KC20006175,1/25/2020,B,M,23.0
827,KC20004186,1/17/2020,B,M,28.0
828,KC20011170,2/13/2020,B,M,64.0
829,KC20000848,1/4/2020,B,M,74.0
830,KC20002852,1/12/2020,B,F,29.0
831,KC20009380,2/6/2020,B,F,33.0
832,KC20012934,2/20/2020,W,M,20.0
833,KC20016874,3/6/2020,W,F,21.0
834,KC20004280,1/18/2020,,F,23.0
835,KC20003421,1/14/2020,B,M,47.0
836,KC20015257,2/28/2020,B,M,18.0
837,KC20003633,1/15/2020,B,M,21.0
838,KC20016077,3/3/2020,B,M,29.0
839,KC20013985,2/24/2020,,,
840,KC20000317,1/2/2020,,,
841,KC20000595,1/3/2020,B,F,45.0
842,KC20003946,1/16/2020,B,M,25.0
843,KC20000957,1/4/2020,B,F,52.0
844,KC20000240,1/1/2020,B,M,51.0
845,KC20010992,2/12/2020,W,M,28.0
846,KC20007628,1/31/2020,B,M,37.0
847,KC20006985,1/28/2020,W,F,33.0
848,KC20016455,3/4/2020,W,M,43.0
849,KC20017055,3/6/2020,B,F,32.0
850,KC20005299,1/22/2020,U,U,
851,KC20006176,1/25/2020,B,M,
852,KC20010325,2/10/2020,B,M,18.0
853,KC20008219,2/2/2020,W,F,18.0
854,KC20002379,1/10/2020,B,M,26.0
855,KC20007756,1/31/2020,,,
856,KC20003330,1/14/2020,,,
857,KC20008409,2/3/2020,W,M,25.0
858,KC20010024,2/8/2020,,,
859,KC20013859,2/24/2020,U,M,42.0
860,KC20012588,2/19/2020,W,F,68.0
861,KC20014989,2/28/2020,B,F,27.0
862,KC20001784,1/8/2020,W,F,33.0
863,KC20016108,3/3/2020,B,M,77.0
864,KC20009642,2/7/2020,B,F,26.0
865,KC20000831,1/4/2020,,M,
866,KC20015257,2/28/2020,U,M,24.0
867,KC20001735,1/7/2020,,,
868,KC20016556,3/4/2020,W,M,49.0
869,KC20016015,3/3/2020,B,F,25.0
870,KC20015702,3/2/2020,W,M,25.0
871,KC20003521,1/15/2020,W,F,28.0
872,KC20006722,1/28/2020,B,F,32.0
873,KC20014030,2/24/2020,B,F,26.0
874,KC20014380,2/25/2020,W,F,37.0
875,KC20013759,2/23/2020,W,M,40.0
876,KC20004719,1/20/2020,W,M,49.0
877,KC20007020,1/29/2020,B,M,45.0
878,KC20001213,1/5/2020,W,M,28.0
879,KC20003820,1/16/2020,W,F,
880,KC20016247,3/3/2020,W,F,26.0
881,KC20008699,2/3/2020,B,M,37.0
882,KC20009618,2/7/2020,W,M,24.0
883,KC20010645,2/11/2020,B,M,32.0
884,KC20010588,2/10/2020,,,
885,KC20012271,2/17/2020,B,M,
886,KC20013274,2/21/2020,B,M,65.0
887,KC20012568,2/19/2020,W,F,41.0
888,KC20003788,1/15/2020,B,F,57.0
889,KC20006322,1/26/2020,B,M,39.0
890,KC20015271,2/29/2020,B,F,23.0
891,KC20002740,1/11/2020,W,F,
892,KC20011648,2/15/2020,B,M,46.0
893,KC20005579,1/23/2020,,,
894,KC20005608,1/23/2020,,,
895,KC20014117,2/24/2020,W,F,29.0
896,KC20000485,1/2/2020,W,F,36.0
897,KC20007970,2/1/2020,B,F,29.0
898,KC20001739,1/7/2020,W,F,30.0
899,KC20002431,1/10/2020,B,M,25.0
900,KC20006398,1/26/2020,B,M,35.0
901,KC20002343,1/10/2020,B,M,33.0
902,KC20002398,1/10/2020,W,F,79.0
903,KC20014805,2/27/2020,W,F,24.0
904,KC20003938,1/16/2020,W,M,56.0
905,KC20010786,2/11/2020,W,F,28.0
906,KC20008006,2/1/2020,W,M,25.0
907,KC20013953,2/24/2020,U,U,
908,KC20012010,2/16/2020,W,F,
909,KC20016838,3/5/2020,W,M,37.0
910,KC20009008,2/4/2020,B,M,36.0
911,KC20008737,2/4/2020,B,M,60.0
912,KC20001000,1/4/2020,B,M,33.0
913,KC20012475,2/18/2020,B,F,19.0
914,KC20000902,1/4/2020,B,F,29.0
915,KC20001879,1/8/2020,,F,21.0
916,KC20000423,1/2/2020,W,F,
917,KC20012176,2/17/2020,W,F,31.0
918,KC20008205,2/2/2020,W,M,57.0
919,KC20002515,1/10/2020,W,F,29.0
920,KC20005114,1/21/2020,,,
921,KC20006014,1/24/2020,W,M,26.0
922,KC20003389,1/14/2020,U,M,
923,KC20012811,2/20/2020,W,M,42.0
924,KC20006067,1/25/2020,B,F,29.0
925,KC20003995,1/16/2020,W,M,54.0
926,KC20009991,2/8/2020,,,
927,KC20010593,2/10/2020,B,M,60.0
928,KC20005976,1/24/2020,B,F,57.0
929,KC20006694,1/27/2020,W,M,23.0
930,KC20000223,1/1/2020,B,F,22.0
931,KC20015646,3/1/2020,B,F,19.0
932,KC20002502,1/10/2020,B,F,21.0
933,KC20006338,1/26/2020,W,M,48.0
934,KC20005902,1/24/2020,B,F,33.0
935,KC20012221,2/17/2020,W,F,36.0
936,KC20016865,3/5/2020,W,M,45.0
937,KC20011865,2/16/2020,W,M,41.0
938,KC20015496,3/1/2020,W,M,45.0
939,KC20005696,1/23/2020,W,M,33.0
940,KC20000878,1/4/2020,B,M,33.0
941,KC20006437,1/26/2020,B,M,21.0
942,KC20010186,2/9/2020,W,M,56.0
943,KC20000005,1/1/2020,W,F,36.0
944,KC20016183,3/3/2020,W,F,28.0
945,KC20011787,2/15/2020,W,M,28.0
946,KC20003896,1/16/2020,W,M,53.0
947,KC20009800,2/7/2020,W,M,47.0
948,KC20006711,1/28/2020,B,M,35.0
949,KC20014483,2/26/2020,,,
950,KC20006857,1/28/2020,B,F,39.0
951,KC20006948,1/28/2020,W,F,26.0
952,KC20013271,2/21/2020,W,M,57.0
953,KC20012573,2/19/2020,,,
954,KC20014594,2/26/2020,,,
955,KC20008558,2/3/2020,B,M,26.0
956,KC20001083,1/5/2020,,,
957,KC20009842,2/7/2020,B,F,21.0
958,KC20015733,3/2/2020,B,M,
959,KC20009316,2/6/2020,W,M,41.0
960,KC20006564,1/27/2020,B,M,38.0
961,KC20005941,1/24/2020,B,M,60.0
962,KC20015772,3/2/2020,W,F,53.0
963,KC20008333,2/2/2020,W,M,20.0
964,KC20002247,1/9/2020,B,F,
965,KC20011656,2/15/2020,W,F,45.0
966,KC20004595,1/19/2020,B,M,37.0
967,KC20005661,1/23/2020,B,M,30.0
968,KC20011180,2/13/2020,B,F,35.0
969,KC20008548,2/3/2020,B,M,58.0
970,KC20011500,2/14/2020,W,M,40.0
971,KC20017145,3/7/2020,B,F,28.0
972,KC20009878,2/7/2020,B,F,50.0
973,KC20014607,2/26/2020,W,M,20.0
974,KC20016441,3/4/2020,U,U,
975,KC20015493,3/1/2020,W,M,31.0
976,KC20006154,1/25/2020,B,F,28.0
977,KC20008384,2/3/2020,W,M,27.0
978,KC20000744,1/3/2020,U,U,
979,KC20015144,2/28/2020,W,F,69.0
980,KC20008779,2/4/2020,W,M,33.0
981,KC20014161,2/25/2020,W,F,53.0
982,KC20003511,1/15/2020,W,M,32.0
983,KC20016216,3/3/2020,B,M,60.0
984,KC20010815,2/11/2020,B,M,36.0
985,KC20011247,2/13/2020,,,
986,KC20000516,1/3/2020,W,M,29.0
987,KC20010821,2/11/2020,B,F,48.0
988,KC20004917,1/20/2020,W,F,30.0
989,KC20006447,1/26/2020,B,M,
990,KC20012464,2/18/2020,,M,
991,KC20011235,2/13/2020,W,M,29.0
992,KC20012295,2/18/2020,W,M,
993,KC20015535,3/1/2020,W,M,24.0
994,KC20006820,1/28/2020,W,M,69.0
995,KC20007231,1/29/2020,W,M,29.0
996,KC20000638,1/3/2020,W,F,49.0
997,KC20004744,1/20/2020,W,M,23.0
998,KC20014697,2/27/2020,W,M,38.0
999,KC20008665,2/3/2020,,,
1000,KC20001711,1/7/2020,B,M,26.0
1001,KC20009021,2/4/2020,B,M,43.0
1002,KC20008724,2/4/2020,W,M,35.0
1003,KC20007362,1/29/2020,B,F,29.0
1004,KC20005916,1/24/2020,W,F,86.0
1005,KC20009239,2/5/2020,B,F,54.0
1006,KC20010739,2/11/2020,W,M,23.0
1007,KC20001201,1/5/2020,W,M,23.0
1008,KC20011371,2/14/2020,B,M,25.0
1009,KC20012538,2/19/2020,B,F,23.0
1010,KC20006410,1/26/2020,B,F,30.0
1011,KC20009151,2/5/2020,B,M,27.0
1012,KC20001855,1/8/2020,W,F,30.0
1013,KC20012342,2/18/2020,B,M,20.0
1014,KC20005512,1/23/2020,W,F,58.0
1015,KC20010618,2/11/2020,W,M,
1016,KC20001852,1/8/2020,W,M,31.0
1017,KC20012674,2/19/2020,W,M,30.0
1018,KC20004867,1/20/2020,B,F,29.0
1019,KC20014702,2/27/2020,B,M,44.0
1020,KC20005022,1/21/2020,,,
1021,KC20013604,2/22/2020,W,F,31.0
1022,KC20006263,1/26/2020,W,M,32.0
1023,KC20008033,2/1/2020,B,M,
1024,KC20015723,3/2/2020,U,U,
1025,KC20007894,1/31/2020,B,M,40.0
1026,KC20014458,2/26/2020,B,F,40.0
1027,KC20012531,2/18/2020,B,M,60.0
1028,KC20001452,1/6/2020,W,M,
1029,KC20011556,2/14/2020,B,M,40.0
1030,KC20012289,2/18/2020,,,
1031,KC20002193,1/9/2020,W,M,58.0
1032,KC20014889,2/27/2020,W,F,46.0
1033,KC20010141,2/9/2020,B,M,37.0
1034,KC20015103,2/28/2020,B,M,41.0
1035,KC20007525,1/30/2020,B,M,
1036,KC20011682,2/15/2020,W,M,35.0
1037,KC20001456,1/6/2020,W,M,50.0
1038,KC20004765,1/20/2020,B,M,30.0
1039,KC20008148,2/2/2020,W,M,21.0
1040,KC20013992,2/24/2020,B,M,19.0
1041,KC20001029,1/5/2020,B,M,21.0
1042,KC20003098,1/13/2020,,,
1043,KC20015249,2/29/2020,W,M,30.0
1044,KC20009334,2/6/2020,W,F,27.0
1045,KC20008951,2/4/2020,B,M,
1046,KC20015908,3/2/2020,B,M,21.0
1047,KC20014218,2/25/2020,W,M,35.0
1048,KC20012393,2/18/2020,,,
1049,KC20001566,1/7/2020,B,M,35.0
1050,KC20000449,1/2/2020,B,F,45.0
1051,KC20004174,1/17/2020,,,
1052,KC20000340,1/2/2020,B,F,38.0
1053,KC20006685,1/27/2020,B,F,63.0
1054,KC20010333,2/10/2020,,M,35.0
1055,KC20002159,1/9/2020,B,M,20.0
1056,KC20002274,1/9/2020,B,F,39.0
1057,KC20010834,2/11/2020,,,
1058,KC20001742,1/7/2020,,,
1059,KC20015254,2/29/2020,B,F,29.0
1060,KC20003606,1/15/2020,B,M,
1061,KC20012331,2/18/2020,B,M,69.0
1062,KC20011000,2/12/2020,W,M,31.0
1063,KC20010678,2/11/2020,W,M,57.0
1064,KC20016544,3/4/2020,W,F,21.0
1065,KC20005367,1/22/2020,U,U,
1066,KC20001985,1/8/2020,W,F,21.0
1067,KC20009172,2/5/2020,U,M,
1068,KC20010504,2/10/2020,B,M,
1069,KC20004023,1/16/2020,B,M,41.0
1070,KC20013691,2/23/2020,,,
1071,KC20003485,1/14/2020,W,F,25.0
1072,KC20016979,3/6/2020,W,M,33.0
1073,KC20006037,1/24/2020,B,M,45.0
1074,KC20004786,1/20/2020,B,F,68.0
1075,KC20007576,1/30/2020,W,M,62.0
1076,KC20009263,2/5/2020,W,M,22.0
1077,KC20014200,2/25/2020,W,F,19.0
1078,KC20012283,2/18/2020,W,F,69.0
1079,KC20015086,2/28/2020,B,M,52.0
1080,KC20010236,2/9/2020,W,M,37.0
1081,KC20014111,2/24/2020,W,M,62.0
1082,KC20005373,1/22/2020,W,M,40.0
1083,KC20001635,1/7/2020,,M,54.0
1084,KC20003119,1/13/2020,W,M,27.0
1085,KC20014783,2/27/2020,W,F,88.0
1086,KC20015220,2/28/2020,B,F,20.0
1087,KC20011061,2/12/2020,W,M,55.0
1088,KC20011589,2/14/2020,B,M,18.0
1089,KC20008746,2/4/2020,U,F,72.0
1090,KC20000380,1/2/2020,,,
1091,KC20000918,1/4/2020,B,F,
1092,KC20007985,2/1/2020,B,M,
1093,KC20000164,1/1/2020,B,F,32.0
1094,KC20005799,1/24/2020,B,F,23.0
1095,KC20005924,1/24/2020,B,F,54.0
1096,KC20003608,1/15/2020,W,M,41.0
1097,KC20006467,1/27/2020,B,F,
1098,KC20015180,2/28/2020,B,F,38.0
1099,KC20011161,2/13/2020,W,M,27.0
1100,KC20006908,1/28/2020,B,M,41.0
1101,KC20006667,1/27/2020,W,M,18.0
1102,KC20012423,2/18/2020,B,F,28.0
1103,KC20008334,2/2/2020,W,M,20.0
1104,KC20011198,2/13/2020,B,M,44.0
1105,KC20001122,1/5/2020,B,M,
1106,KC20012485,2/18/2020,U,M,39.0
1107,KC20015787,3/2/2020,,,
1108,KC20003956,1/16/2020,B,M,33.0
1109,KC20008938,2/4/2020,B,F,27.0
1110,KC20007878,1/31/2020,W,F,34.0
1111,KC20012520,2/18/2020,,M,59.0
1112,KC20005968,1/24/2020,B,M,24.0
1113,KC20015624,3/1/2020,B,M,43.0
1114,KC20014819,2/27/2020,B,M,34.0
1115,KC20004621,1/19/2020,,M,26.0
1116,KC20000488,1/2/2020,B,F,26.0
1117,KC20011197,2/13/2020,W,M,29.0
1118,KC20009555,2/6/2020,B,M,30.0
1119,KC20004018,1/16/2020,B,M,26.0
1120,KC20016527,3/4/2020,B,M,22.0
1121,KC20007875,1/31/2020,W,F,36.0
1122,KC20001068,1/5/2020,W,F,28.0
1123,KC20002223,1/9/2020,B,F,18.0
1124,KC20002449,1/10/2020,W,M,27.0
1125,KC20000535,1/3/2020,W,M,66.0
1126,KC20002906,1/12/2020,W,F,67.0
1127,KC20010621,2/11/2020,,,
1128,KC20000729,1/3/2020,B,M,53.0
1129,KC20004328,1/18/2020,W,F,83.0
1130,KC20011902,2/16/2020,U,F,
1131,KC20006452,1/26/2020,B,M,35.0
1132,KC20007450,1/30/2020,,,
1133,KC20010170,2/9/2020,W,F,22.0
1134,KC20002978,1/13/2020,W,M,33.0
1135,KC20015383,2/29/2020,B,F,46.0
1136,KC20008770,2/4/2020,W,M,22.0
1137,KC20015257,2/28/2020,B,M,21.0
1138,KC20014664,2/26/2020,,,
1139,KC20008358,2/2/2020,B,M,31.0
1140,KC20012257,2/17/2020,B,F,58.0
1141,KC20015504,3/1/2020,B,M,31.0
1142,KC20009486,2/6/2020,W,M,35.0
1143,KC20014851,2/27/2020,B,M,
1144,KC20001813,1/8/2020,W,F,30.0
1145,KC20000936,1/4/2020,B,M,64.0
1146,KC20002124,1/9/2020,B,M,60.0
1147,KC20010036,2/8/2020,B,M,80.0
1148,KC20013663,2/23/2020,W,M,27.0
1149,KC20007573,1/30/2020,W,F,19.0
1150,KC20009717,2/7/2020,B,F,31.0
1151,KC20013115,2/21/2020,B,F,26.0
1152,KC20008088,2/1/2020,W,M,
1153,KC20014867,2/27/2020,B,M,36.0
1154,KC20002034,1/8/2020,W,M,42.0
1155,KC20007928,2/1/2020,B,F,32.0
1156,KC20006071,1/25/2020,B,M,43.0
1157,KC20012452,2/18/2020,B,F,39.0
1158,KC20002871,1/12/2020,W,M,31.0
1159,KC20007926,2/1/2020,B,F,
1160,KC20001490,1/7/2020,W,M,40.0
1161,KC20015137,2/28/2020,B,F,
1162,KC20001292,1/6/2020,B,M,
1163,KC20016347,3/4/2020,,,
1164,KC20000102,1/1/2020,B,F,37.0
1165,KC20002024,1/8/2020,W,F,37.0
1166,KC20011971,2/16/2020,W,F,31.0
1167,KC20005139,1/21/2020,B,M,35.0
1168,KC20016949,3/6/2020,W,F,
1169,KC20006969,1/28/2020,W,F,18.0
1170,KC20006810,1/28/2020,B,M,52.0
1171,KC20011101,2/12/2020,W,F,37.0
1172,KC20014947,2/27/2020,W,F,27.0
1173,KC20014742,2/27/2020,W,F,23.0
1174,KC20012170,2/17/2020,,,
1175,KC20011998,2/16/2020,B,F,20.0
1176,KC20003255,1/14/2020,W,M,49.0
1177,KC20012949,2/20/2020,W,F,35.0
1178,KC20014256,2/25/2020,W,M,47.0
1179,KC20010287,2/9/2020,W,M,45.0
1180,KC20008013,2/1/2020,B,F,26.0
1181,KC20005069,1/21/2020,W,M,36.0
1182,KC20012498,2/18/2020,W,M,40.0
1183,KC20004222,1/17/2020,W,F,26.0
1184,KC20007332,1/29/2020,,,
1185,KC20015720,3/2/2020,W,F,30.0
1186,KC20011527,2/14/2020,,,
1187,KC20006782,1/28/2020,B,M,54.0
1188,KC20007501,1/30/2020,B,F,
1189,KC20004453,1/18/2020,W,M,27.0
1190,KC20008629,2/3/2020,B,M,51.0
1191,KC20008346,2/2/2020,B,M,37.0
1192,KC20007032,1/29/2020,B,F,45.0
1193,KC20010114,2/8/2020,B,M,46.0
1194,KC20013393,2/21/2020,B,M,
1195,KC20007376,1/30/2020,,,
1196,KC20010278,2/9/2020,U,M,54.0
1197,KC20005733,1/23/2020,B,F,65.0
1198,KC20004298,1/18/2020,W,M,58.0
1199,KC20005649,1/23/2020,W,M,53.0
1200,KC20012889,2/20/2020,W,M,31.0
1201,KC20000651,1/3/2020,W,F,50.0
1202,KC20012992,2/20/2020,B,F,60.0
1203,KC20014756,2/27/2020,B,F,31.0
1204,KC20013353,2/21/2020,W,F,24.0
1205,KC20014214,2/25/2020,W,M,60.0
1206,KC20000697,1/3/2020,B,M,56.0
1207,KC20004054,1/16/2020,B,M,35.0
1208,KC20001198,1/5/2020,B,M,39.0
1209,KC20001765,1/8/2020,B,F,48.0
1210,KC20000204,1/1/2020,B,M,22.0
1211,KC20010669,2/11/2020,W,F,47.0
1212,KC20014046,2/24/2020,W,F,22.0
1213,KC20000257,1/2/2020,B,F,47.0
1214,KC20015896,3/2/2020,W,F,21.0
1215,KC20006731,1/28/2020,W,M,50.0
1216,KC20009095,2/5/2020,U,M,28.0
1217,KC20014411,2/25/2020,W,M,42.0
1218,KC20002142,1/9/2020,W,M,54.0
1219,KC20002576,1/10/2020,B,M,31.0
1220,KC20009290,2/5/2020,B,F,26.0
1221,KC20006059,1/25/2020,B,M,39.0
1222,KC20009271,2/5/2020,U,M,
1223,KC20010866,2/12/2020,B,M,30.0
1224,KC20011769,2/15/2020,B,M,
1225,KC20014648,2/26/2020,B,M,27.0
1226,KC20006385,1/26/2020,B,F,
1227,KC20010938,2/12/2020,W,M,21.0
1228,KC20000984,1/4/2020,B,F,40.0
1229,KC20003818,1/16/2020,W,F,43.0
1230,KC20014526,2/26/2020,W,F,40.0
1231,KC20012999,2/20/2020,B,M,29.0
1232,KC20016083,3/3/2020,B,F,75.0
1233,KC20006873,1/28/2020,,,
1234,KC20009185,2/5/2020,,,
1235,KC20004295,1/18/2020,W,F,21.0
1236,KC20002754,1/12/2020,W,M,
1237,KC20003874,1/16/2020,,,
1238,KC20001427,1/6/2020,W,F,
1239,KC20014527,2/26/2020,I,M,71.0
1240,KC20006004,1/24/2020,W,F,29.0
1241,KC20005631,1/23/2020,,,
1242,KC20014760,2/27/2020,W,M,29.0
1243,KC20009852,2/7/2020,W,M,28.0
1244,KC20008707,2/3/2020,W,F,46.0
1245,KC20003715,1/15/2020,W,M,43.0
1246,KC20010764,2/11/2020,B,F,46.0
1247,KC20013061,2/20/2020,B,M,36.0
1248,KC20002594,1/10/2020,B,F,
1249,KC20013927,2/24/2020,,,
1250,KC20006566,1/27/2020,,,
1251,KC20004464,1/18/2020,W,M,45.0
1252,KC20009522,2/6/2020,,,
1253,KC20003767,1/15/2020,W,M,60.0
1254,KC20002426,1/10/2020,B,M,
1255,KC20012510,2/18/2020,B,M,36.0
1256,KC20003169,1/13/2020,W,M,30.0
1257,KC20013231,2/21/2020,,M,29.0
1258,KC20013113,2/21/2020,W,M,36.0
1259,KC20015845,3/2/2020,W,M,31.0
1260,KC20008040,2/1/2020,W,F,
1261,KC20015362,2/29/2020,W,M,32.0
1262,KC20017094,3/6/2020,W,M,73.0
1263,KC20016870,3/6/2020,B,M,29.0
1264,KC20005212,1/21/2020,B,M,45.0
1265,KC20010376,2/10/2020,W,M,
1266,KC20015008,2/28/2020,W,M,48.0
